cancer,edin,p50,is_tumor
PCPG,66.67,0.1357,False
PRAD,23.799999999999997,0.0667,True
PRAD,26.919999999999998,0.0855,False
READ,18.48,0.0714,True
SARC,36.120000000000005,0.0755,True
SKCM,29.299999999999997,0.0612,True
SKCM,100.0,0.0588,False
STAD,56.8,0.0918,True
STAD,40.62,0.0702,False
TGCT,26.279999999999998,0.0431,True
THCA,28.88,0.0714,True
THCA,6.9,0.0417,False
THYM,28.57,0.0500,True
UCEC,30.470000000000002,0.0870,True
UCEC,14.29,0.0714,False
UCS,50.0,0.0909,True
UVM,15.0,0.0714,True
ACC,2.53,0.0667,True
BLCA,1.72,0.0526,True
BRCA,2.09,0.0435,True
CESC,0.98,0.0436,True
COAD,1.0699999999999998,0.0634,True
COAD,2.44,0.1000,False
DLBC,2.08,0.1538,True
ESCA,2.4699999999999998,0.0241,True
GBM,1.79,0.0378,True
GBM,20.0,0.0556,False
HNSC,2.1999999999999997,0.0588,True
HNSC,2.27,0.0833,False
KICH,4.17,0.1176,False
KIRC,2.06,0.0526,True
KIRC,1.39,0.0303,False
KIRP,2.08,0.0500,True
LAML,0.66,0.0544,True
LGG,1.51,0.0501,True
LIHC,1.34,0.0718,True
LUAD,1.9,0.0526,True
LUAD,1.69,0.0526,False
LUSC,1.4000000000000001,0.0385,True
LUSC,2.04,0.0359,False
MESO,1.16,0.0435,True
OV,2.64,0.0227,True
PAAD,1.69,0.0557,True
PCPG,2.73,0.1000,True
PRAD,1.6,0.0556,True
PRAD,3.85,0.0667,False
READ,1.09,0.1000,True
SARC,1.1400000000000001,0.0455,True
SKCM,1.06,0.0447,True
STAD,2.13,0.0286,True
THCA,3.1399999999999997,0.0625,True
THYM,0.84,0.0250,True
UCEC,2.19,0.0500,True
UCS,3.5700000000000003,0.0455,True
UVM,1.25,0.0498,True
ACC,1.27,0.0509,True
BLCA,1.47,0.0333,True
BRCA,2.9899999999999998,0.0417,True
CESC,1.96,0.0400,True
COAD,2.86,0.0556,True
ESCA,1.8499999999999999,0.0241,True
GBM,1.1900000000000002,0.0357,True
GBM,20.0,0.0433,False
HNSC,1.4000000000000001,0.0345,True
HNSC,2.27,0.0488,False
KICH,4.17,0.0588,False
KIRC,2.62,0.0435,True
KIRP,0.35000000000000003,0.0400,True
LAML,0.66,0.0833,True
LGG,1.7000000000000002,0.0365,True
LIHC,1.87,0.0667,True
LIHC,4.0,0.0794,False
LUAD,1.9,0.0417,True
LUSC,1.7999999999999998,0.0385,True
LUSC,2.04,0.0378,False
MESO,5.81,0.0556,True
OV,5.01,0.0286,True
PAAD,1.1199999999999999,0.0417,True
PCPG,1.6400000000000001,0.0476,True
PRAD,1.0,0.0400,True
READ,3.26,0.0556,True
SARC,1.52,0.0303,True
SKCM,1.49,0.0312,True
STAD,2.4,0.0328,True
THCA,1.38,0.0378,True
THYM,0.84,0.0331,True
UCEC,2.55,0.0513,True
ACC,39.24,0.1111,True
BLCA,67.16,0.1042,True
BLCA,52.629999999999995,0.0588,False
BRCA,72.8,0.1071,True
BRCA,59.29,0.0800,False
CESC,70.59,0.0952,True
CESC,66.67,0.1026,False
CHOL,52.78,0.0895,True
CHOL,33.33,0.1000,False
COAD,55.71,0.0909,True
COAD,43.9,0.0909,False
DLBC,64.58,0.0976,True
ESCA,89.51,0.1429,True
ESCA,72.72999999999999,0.0625,False
GBM,74.4,0.1304,True
GBM,80.0,0.1351,False
HNSC,75.2,0.1053,True
HNSC,45.45,0.0769,False
KICH,40.0,0.0984,True
KICH,62.5,0.1053,False
KIRC,57.57,0.0938,True
KIRC,70.83,0.1000,False
KIRP,51.21,0.0909,True
KIRP,59.38,0.1000,False
LAML,23.84,0.1000,True
LGG,74.48,0.1034,True
LIHC,42.51,0.1000,True
LIHC,30.0,0.0691,False
LUAD,62.239999999999995,0.1026,True
LUAD,49.15,0.0750,False
LUSC,75.75,0.1071,True
LUSC,57.14,0.0890,False
MESO,70.93,0.1176,True
OV,83.91,0.1429,True
PAAD,60.67,0.1000,True
PAAD,75.0,0.1208,False
PCPG,60.11,0.1111,True
PCPG,100.0,0.0952,False
PRAD,66.0,0.0870,True
PRAD,73.08,0.1250,False
READ,53.26,0.0822,True
READ,30.0,0.0670,False
SARC,77.95,0.1154,True
SARC,100.0,0.2059,False
SKCM,70.06,0.0968,True
STAD,73.6,0.1357,True
STAD,56.25,0.1250,False
TGCT,73.72,0.0938,True
THCA,63.06,0.0833,True
THCA,39.660000000000004,0.0646,False
THYM,68.91000000000001,0.0876,True
THYM,50.0,0.0546,False
UCEC,54.379999999999995,0.1379,True
UCEC,65.71000000000001,0.0895,False
UCS,82.14,0.1296,True
UVM,62.5,0.0909,True
ACC,5.06,0.0972,True
BLCA,22.06,0.1000,True
BLCA,10.530000000000001,0.0909,False
BRCA,27.650000000000002,0.1176,True
BRCA,15.040000000000001,0.1000,False
CESC,31.369999999999997,0.1000,True
CESC,33.33,0.0769,False
CHOL,8.33,0.0909,True
COAD,8.21,0.1000,True
DLBC,25.0,0.0938,True
ESCA,67.28,0.1250,True
ESCA,18.18,0.0556,False
GBM,36.309999999999995,0.1250,True
HNSC,31.6,0.1053,True
HNSC,9.09,0.1269,False
KICH,1.54,0.2000,True
KICH,8.33,0.0680,False
KIRC,17.01,0.1000,True
KIRC,11.110000000000001,0.1000,False
KIRP,11.07,0.1000,True
KIRP,25.0,0.1000,False
LAML,1.32,0.2202,True
LGG,23.06,0.0931,True
LIHC,6.15,0.1152,True
LIHC,2.0,0.1667,False
LUAD,13.28,0.1429,True
LUAD,5.08,0.0769,False
LUSC,28.060000000000002,0.1429,True
LUSC,18.37,0.0714,False
MESO,18.6,0.0909,True
OV,63.06,0.1429,True
PAAD,12.36,0.0909,True
PCPG,12.57,0.1000,True
PCPG,33.33,0.0588,False
PRAD,19.2,0.0909,True
PRAD,23.080000000000002,0.1000,False
READ,5.43,0.1667,True
SARC,36.120000000000005,0.1111,True
SARC,50.0,0.0588,False
SKCM,40.760000000000005,0.1053,True
STAD,48.27,0.1250,True
STAD,28.12,0.1379,False
TGCT,48.08,0.1053,True
THCA,20.630000000000003,0.0909,True
THCA,8.62,0.0833,False
THYM,31.929999999999996,0.0714,True
THYM,50.0,0.1111,False
UCEC,20.62,0.1381,True
UCEC,20.0,0.0917,False
UCS,55.36,0.1053,True
UVM,13.750000000000002,0.0833,True
ACC,13.919999999999998,0.1176,True
BLCA,26.229999999999997,0.0909,True
BLCA,31.580000000000002,0.1000,False
BRCA,31.819999999999997,0.1000,True
BRCA,11.5,0.0833,False
CESC,35.620000000000005,0.0833,True
CESC,33.33,0.0705,False
CHOL,22.220000000000002,0.0833,True
COAD,15.0,0.1000,True
COAD,2.44,0.1000,False
DLBC,22.919999999999998,0.0632,True
ESCA,60.49,0.1103,True
ESCA,27.27,0.0774,False
GBM,30.36,0.0931,True
GBM,40.0,0.0955,False
HNSC,37.4,0.0909,True
HNSC,9.09,0.1429,False
KICH,6.15,0.0955,True
KICH,8.33,0.0588,False
KIRC,24.11,0.0909,True
KIRC,16.669999999999998,0.1027,False
KIRP,17.990000000000002,0.1000,True
KIRP,28.12,0.1000,False
LAML,0.66,0.0769,True
LGG,20.419999999999998,0.0833,True
LIHC,10.96,0.0833,True
LUAD,22.58,0.1027,True
LUAD,8.469999999999999,0.0909,False
LUSC,32.26,0.1000,True
LUSC,12.24,0.0625,False
MESO,26.740000000000002,0.1000,True
OV,54.09,0.1220,True
PAAD,17.419999999999998,0.0909,True
PCPG,14.75,0.0769,True
PRAD,24.2,0.0833,True
PRAD,28.849999999999998,0.0774,False
READ,10.870000000000001,0.0917,True
SARC,42.970000000000006,0.0952,True
SARC,50.0,0.1923,False
SKCM,42.25,0.0938,True
STAD,42.4,0.1053,True
STAD,15.620000000000001,0.0968,False
TGCT,42.309999999999995,0.0833,True
THCA,19.84,0.0833,True
THCA,17.24,0.0871,False
THYM,34.449999999999996,0.0769,True
THYM,50.0,0.0556,False
UCEC,24.64,0.1176,True
UCEC,28.57,0.1000,False
UCS,48.209999999999994,0.1000,True
UVM,16.25,0.0741,True
ACC,8.86,0.0833,True
BLCA,9.07,0.0646,True
BLCA,5.26,0.0909,False
BRCA,12.33,0.0667,True
BRCA,7.960000000000001,0.0955,False
CESC,13.4,0.0714,True
CHOL,5.56,0.0742,True
COAD,1.79,0.0606,True
COAD,2.44,0.1000,False
DLBC,10.42,0.0769,True
ESCA,23.46,0.0606,True
GBM,10.71,0.0769,True
GBM,20.0,0.2000,False
HNSC,15.4,0.0755,True
HNSC,2.27,0.0556,False
KICH,1.54,0.0526,True
KIRC,7.290000000000001,0.0667,True
KIRC,2.78,0.0813,False
KIRP,7.61,0.0769,True
KIRP,6.25,0.0922,False
LGG,5.48,0.0714,True
LIHC,5.08,0.0742,True
LIHC,4.0,0.0801,False
LUAD,10.059999999999999,0.0742,True
LUSC,12.83,0.0714,True
LUSC,2.04,0.0459,False
MESO,10.47,0.0769,True
OV,21.11,0.0571,True
PAAD,5.62,0.0833,True
PCPG,4.37,0.0769,True
PRAD,6.800000000000001,0.0667,True
PRAD,7.6899999999999995,0.0769,False
READ,2.17,0.0750,True
SARC,13.69,0.0625,True
SKCM,15.290000000000001,0.0625,True
STAD,14.93,0.0625,True
TGCT,10.9,0.0494,True
THCA,5.5,0.0667,True
THYM,10.92,0.0500,True
UCEC,10.58,0.0909,True
UCEC,11.43,0.0718,False
UCS,19.64,0.0557,True
UVM,5.0,0.0714,True
BLCA,0.49,0.0801,True
BRCA,0.36,0.1000,True
BRCA,0.88,0.1667,False
ESCA,15.43,0.0526,True
ESCA,9.09,0.0357,False
GBM,1.79,0.0833,True
KIRC,1.39,0.0667,False
LUAD,0.38,0.1334,True
LUSC,0.2,0.0909,True
OV,16.89,0.0690,True
SARC,0.38,0.1818,True
SKCM,0.21,0.1000,True
STAD,9.6,0.0606,True
STAD,3.1199999999999997,0.0466,False
TGCT,1.28,0.1000,True
UCEC,0.18,0.0714,True
BLCA,0.25,0.0833,True
BRCA,0.8200000000000001,0.0909,True
CESC,0.65,0.1364,True
DLBC,2.08,0.0667,True
ESCA,20.369999999999997,0.0588,True
ESCA,9.09,0.0506,False
GBM,7.739999999999999,0.0774,True
HNSC,0.4,0.1885,True
KIRC,0.5599999999999999,0.0833,True
LGG,0.38,0.0955,True
LUAD,0.76,0.1288,True
LUSC,0.8,0.0625,True
OV,17.41,0.0588,True
PAAD,0.5599999999999999,0.1000,True
SARC,0.38,0.0714,True
SKCM,1.06,0.1000,True
STAD,13.33,0.0667,True
STAD,3.1199999999999997,0.0435,False
TGCT,1.28,0.0955,True
THCA,0.2,0.0833,True
UCEC,1.6400000000000001,0.0909,True
UCS,3.5700000000000003,0.0871,True
ACC,5.06,0.0917,True
BLCA,15.2,0.0714,True
BLCA,15.790000000000001,0.0663,False
BRCA,18.4,0.0714,True
BRCA,12.389999999999999,0.0714,False
CESC,16.34,0.0635,True
CESC,33.33,0.1667,False
CHOL,8.33,0.0635,True
COAD,6.069999999999999,0.0769,True
DLBC,8.33,0.0455,True
ESCA,25.929999999999996,0.0667,True
GBM,18.45,0.0769,True
GBM,20.0,0.0769,False
HNSC,16.400000000000002,0.0714,True
HNSC,6.819999999999999,0.0625,False
KICH,6.15,0.1000,True
KICH,8.33,0.0563,False
KIRC,12.15,0.0646,True
KIRC,13.889999999999999,0.0769,False
KIRP,4.15,0.0714,True
KIRP,6.25,0.0607,False
LAML,1.9900000000000002,0.1000,True
LGG,19.470000000000002,0.0769,True
LIHC,5.88,0.0909,True
LIHC,2.0,0.1000,False
LUAD,15.18,0.0769,True
LUAD,5.08,0.0871,False
LUSC,18.84,0.0769,True
LUSC,10.2,0.0750,False
MESO,11.63,0.0909,True
OV,19.0,0.0588,True
PAAD,7.3,0.0909,True
PAAD,25.0,0.0769,False
PCPG,3.83,0.0697,True
PRAD,10.4,0.0714,True
PRAD,9.62,0.0812,False
READ,4.35,0.0714,True
SARC,22.43,0.0801,True
SKCM,19.53,0.0667,True
STAD,17.330000000000002,0.0667,True
STAD,6.25,0.0585,False
TGCT,19.869999999999997,0.0548,True
THCA,13.36,0.0667,True
THCA,15.52,0.0526,False
THYM,14.29,0.0588,True
UCEC,14.23,0.0870,True
UCEC,14.29,0.1053,False
UCS,25.0,0.0670,True
UVM,3.75,0.0522,True
ACC,15.190000000000001,0.0833,True
BLCA,26.72,0.0952,True
BLCA,31.580000000000002,0.0718,False
BRCA,40.98,0.0968,True
BRCA,16.81,0.0625,False
CESC,35.620000000000005,0.0769,True
CHOL,25.0,0.1000,True
COAD,16.43,0.0714,True
COAD,4.88,0.0839,False
DLBC,22.919999999999998,0.0646,True
ESCA,48.77,0.0909,True
ESCA,9.09,0.0545,False
GBM,38.1,0.1000,True
GBM,80.0,0.0774,False
HNSC,33.800000000000004,0.0833,True
HNSC,13.639999999999999,0.0820,False
KICH,15.379999999999999,0.0833,True
KICH,16.669999999999998,0.0833,False
KIRC,26.729999999999997,0.0714,True
KIRC,30.56,0.0852,False
KIRP,17.65,0.0833,True
KIRP,37.5,0.0839,False
LAML,1.32,0.0885,True
LGG,39.7,0.0870,True
LIHC,11.23,0.1000,True
LIHC,2.0,0.1000,False
LUAD,27.13,0.0833,True
LUAD,13.56,0.0714,False
LUSC,36.870000000000005,0.0909,True
LUSC,18.37,0.0667,False
MESO,23.26,0.0909,True
OV,41.69,0.0938,True
PAAD,18.54,0.0909,True
PAAD,25.0,0.0556,False
PCPG,13.11,0.0955,True
PCPG,33.33,0.0833,False
PRAD,28.000000000000004,0.0909,True
PRAD,30.769999999999996,0.0917,False
READ,21.740000000000002,0.0909,True
SARC,45.25,0.1111,True
SARC,50.0,0.0909,False
SKCM,39.7,0.0833,True
STAD,26.13,0.0852,True
STAD,12.5,0.0598,False
TGCT,33.33,0.0638,True
THCA,24.95,0.0769,True
THCA,15.52,0.0556,False
THYM,31.09,0.0572,True
UCEC,24.45,0.1250,True
UCEC,25.71,0.0871,False
UCS,48.209999999999994,0.0845,True
UVM,17.5,0.0714,True
BLCA,1.96,0.0528,True
BRCA,1.63,0.0588,True
CESC,1.31,0.0476,True
DLBC,2.08,0.1053,True
ESCA,3.09,0.0572,True
GBM,1.79,0.0909,True
HNSC,2.0,0.0526,True
HNSC,2.27,0.0526,False
KIRC,0.9299999999999999,0.0588,True
KIRC,1.39,0.0432,False
KIRP,0.35000000000000003,0.1000,True
LGG,2.8400000000000003,0.0588,True
LUAD,1.1400000000000001,0.0670,True
LUAD,1.69,0.0667,False
LUSC,2.6100000000000003,0.0541,True
LUSC,2.04,0.0570,False
OV,2.64,0.0557,True
PAAD,1.1199999999999999,0.0526,True
PCPG,2.19,0.0833,True
PRAD,1.6,0.0625,True
PRAD,3.85,0.0651,False
READ,2.17,0.0691,True
SARC,2.2800000000000002,0.0526,True
SKCM,1.49,0.0426,True
STAD,1.3299999999999998,0.0476,True
THCA,0.79,0.0500,True
THYM,1.68,0.0442,True
UCEC,2.74,0.0801,True
UCEC,2.86,0.1000,False
UCS,1.79,0.0556,True
UVM,1.25,0.1333,True
BLCA,0.25,0.0833,True
BRCA,0.8200000000000001,0.0588,True
CESC,0.65,0.0488,True
COAD,0.36,0.0909,True
COAD,2.44,0.0556,False
ESCA,1.8499999999999999,0.0556,True
GBM,1.1900000000000002,0.0655,True
HNSC,1.0,0.0625,True
KIRC,0.19,0.0417,True
KIRC,1.39,0.0769,False
LGG,1.13,0.0667,True
LIHC,0.8,0.0833,True
LIHC,2.0,0.1000,False
LUAD,0.76,0.0572,True
LUAD,1.69,0.0667,False
LUSC,0.4,0.0542,True
OV,0.53,0.0476,True
PAAD,1.1199999999999999,0.0714,True
PRAD,1.6,0.0691,True
PRAD,1.92,0.0952,False
READ,1.09,0.0625,True
SARC,1.1400000000000001,0.0526,True
SKCM,0.64,0.0651,True
STAD,0.8,0.0541,True
TGCT,0.64,0.0550,True
THCA,0.79,0.0667,True
UCEC,0.73,0.0697,True
UCS,1.79,0.1111,True
ACC,1.27,0.0551,True
BLCA,0.25,0.0409,True
BLCA,5.26,0.0769,False
BRCA,1.9900000000000002,0.0588,True
BRCA,0.88,0.0634,False
CESC,1.31,0.0500,True
CHOL,11.110000000000001,0.0909,False
COAD,2.5,0.0667,True
DLBC,2.08,0.0909,True
ESCA,6.79,0.0670,True
GBM,1.1900000000000002,0.0556,True
HNSC,1.7999999999999998,0.0556,True
HNSC,2.27,0.0833,False
KICH,8.33,0.0588,False
KIRC,2.62,0.0625,True
KIRP,1.38,0.0714,True
KIRP,3.1199999999999997,0.0714,False
LGG,1.7000000000000002,0.0588,True
LIHC,1.0699999999999998,0.0833,True
LUAD,2.2800000000000002,0.0625,True
LUAD,1.69,0.0909,False
LUSC,2.81,0.0588,True
OV,3.17,0.0556,True
PCPG,1.09,0.0646,True
PRAD,2.4,0.0714,True
PRAD,1.92,0.0556,False
READ,3.26,0.1000,True
SARC,4.18,0.0572,True
SARC,50.0,0.0769,False
SKCM,1.06,0.0435,True
STAD,2.4,0.0635,True
TGCT,3.2099999999999995,0.0528,True
THCA,0.98,0.0532,True
THYM,1.68,0.0468,True
UCEC,0.5499999999999999,0.0648,True
UCEC,2.86,0.0625,False
UCS,1.79,0.0713,True
UVM,1.25,0.0714,True
ACC,1.27,0.0833,True
BLCA,0.74,0.0729,True
BRCA,4.26,0.0784,True
CESC,1.96,0.0833,True
COAD,1.0699999999999998,0.1000,True
DLBC,2.08,0.1000,True
ESCA,23.46,0.0909,True
ESCA,36.36,0.0606,False
GBM,8.33,0.0784,True
HNSC,2.1999999999999997,0.1000,True
KICH,4.17,0.1000,False
KIRC,2.4299999999999997,0.1000,True
KIRC,1.39,0.1818,False
KIRP,0.69,0.1000,True
LGG,1.7000000000000002,0.0833,True
LIHC,0.27,0.2000,True
LUAD,1.1400000000000001,0.0885,True
LUSC,2.81,0.0801,True
LUSC,2.04,0.0769,False
OV,16.619999999999997,0.0833,True
PRAD,0.8,0.0955,True
SARC,2.6599999999999997,0.0909,True
SKCM,2.12,0.0833,True
STAD,8.0,0.0909,True
STAD,3.1199999999999997,0.0870,False
TGCT,2.56,0.0697,True
THCA,3.1399999999999997,0.1000,True
THCA,1.72,0.0588,False
THYM,4.2,0.0767,True
UCEC,1.6400000000000001,0.0769,True
UCS,1.79,0.0909,True
ACC,6.329999999999999,0.0774,True
BLCA,19.12,0.0769,True
BLCA,10.530000000000001,0.0767,False
BRCA,24.84,0.0727,True
BRCA,20.349999999999998,0.0852,False
CESC,21.9,0.0667,True
CHOL,8.33,0.0714,True
COAD,12.5,0.0714,True
COAD,4.88,0.0885,False
DLBC,8.33,0.0370,True
ESCA,32.72,0.0667,True
ESCA,9.09,0.0741,False
GBM,25.0,0.0769,True
GBM,20.0,0.0763,False
HNSC,25.0,0.0667,True
HNSC,20.45,0.0691,False
KICH,7.6899999999999995,0.0979,True
KICH,25.0,0.0714,False
KIRC,16.64,0.0714,True
KIRC,25.0,0.0839,False
KIRP,7.2700000000000005,0.0625,True
KIRP,18.75,0.0909,False
LAML,7.28,0.0909,True
LGG,25.900000000000002,0.0714,True
LIHC,10.16,0.0769,True
LIHC,2.0,0.1000,False
LUAD,19.54,0.0741,True
LUAD,11.86,0.0741,False
LUSC,18.84,0.0588,True
LUSC,26.529999999999998,0.0625,False
MESO,13.950000000000001,0.0755,True
OV,25.590000000000003,0.0714,True
PAAD,13.48,0.0714,True
PCPG,16.39,0.0801,True
PRAD,15.0,0.0625,True
PRAD,13.459999999999999,0.0667,False
READ,15.22,0.0556,True
SARC,22.05,0.0625,True
SKCM,21.02,0.0572,True
STAD,27.200000000000003,0.0769,True
STAD,12.5,0.0620,False
TGCT,30.130000000000003,0.0588,True
THCA,19.06,0.0667,True
THCA,15.52,0.0528,False
THYM,11.76,0.0466,True
UCEC,13.320000000000002,0.0833,True
UCEC,8.57,0.0852,False
UCS,17.86,0.0588,True
UVM,11.25,0.0628,True
ACC,3.8,0.0714,True
BLCA,3.19,0.0588,True
BLCA,5.26,0.0667,False
BRCA,5.89,0.0556,True
BRCA,2.65,0.0583,False
CESC,6.54,0.0488,True
CESC,33.33,0.0714,False
CHOL,2.78,0.0833,True
COAD,2.5,0.0526,True
DLBC,4.17,0.0370,True
ESCA,4.9399999999999995,0.0412,True
ESCA,9.09,0.0526,False
GBM,2.98,0.0532,True
HNSC,4.3999999999999995,0.0476,True
HNSC,2.27,0.0526,False
KICH,7.6899999999999995,0.1176,True
KICH,8.33,0.0769,False
KIRC,3.74,0.0466,True
KIRC,4.17,0.0625,False
KIRP,5.19,0.0556,True
KIRP,12.5,0.0667,False
LAML,1.32,0.0884,True
LGG,5.1,0.0556,True
LIHC,3.2099999999999995,0.0769,True
LIHC,2.0,0.0909,False
LUAD,3.9800000000000004,0.0588,True
LUAD,3.39,0.0526,False
LUSC,2.81,0.0476,True
LUSC,4.08,0.0556,False
MESO,2.33,0.0625,True
OV,4.22,0.0476,True
PAAD,3.37,0.0591,True
PCPG,4.92,0.0588,True
PRAD,5.4,0.0667,True
PRAD,5.7700000000000005,0.0648,False
READ,3.26,0.0625,True
SARC,4.9399999999999995,0.0476,True
SKCM,2.55,0.0400,True
STAD,5.33,0.0500,True
TGCT,3.2099999999999995,0.0278,True
THCA,4.72,0.0513,True
THCA,3.45,0.0480,False
THYM,2.52,0.0417,True
UCEC,3.1,0.0588,True
UCEC,5.71,0.0588,False
UVM,2.5,0.0625,True
ACC,12.659999999999998,0.1077,True
BLCA,35.54,0.1000,True
BLCA,31.580000000000002,0.0714,False
BRCA,44.97,0.0952,True
BRCA,31.86,0.0857,False
CESC,48.69,0.0909,True
CESC,100.0,0.1176,False
CHOL,11.110000000000001,0.1215,True
COAD,26.07,0.0909,True
COAD,21.95,0.1429,False
DLBC,33.33,0.0923,True
ESCA,69.75,0.1188,True
ESCA,54.55,0.1333,False
GBM,63.690000000000005,0.1333,True
GBM,80.0,0.1821,False
HNSC,42.8,0.0909,True
HNSC,36.36,0.0769,False
KICH,18.459999999999997,0.1455,True
KICH,41.67,0.0691,False
KIRC,37.38,0.0909,True
KIRC,36.11,0.0955,False
KIRP,24.57,0.0909,True
KIRP,40.62,0.0952,False
LAML,15.89,0.1000,True
LGG,57.66,0.1176,True
LIHC,14.17,0.1000,True
LIHC,2.0,0.2143,False
LUAD,39.28,0.0870,True
LUAD,25.419999999999998,0.0714,False
LUSC,47.49,0.0909,True
LUSC,36.730000000000004,0.0660,False
MESO,30.23,0.1292,True
OV,60.95,0.1124,True
PAAD,27.529999999999998,0.1000,True
PAAD,50.0,0.1294,False
PCPG,27.32,0.0988,True
PCPG,33.33,0.0714,False
PRAD,40.2,0.0870,True
PRAD,50.0,0.1053,False
READ,27.169999999999998,0.1000,True
READ,30.0,0.1000,False
SARC,57.410000000000004,0.0952,True
SKCM,48.199999999999996,0.0909,True
STAD,53.06999999999999,0.1111,True
STAD,34.38,0.1111,False
TGCT,54.49,0.0909,True
THCA,40.86,0.0909,True
THCA,43.1,0.1000,False
THYM,47.9,0.0852,True
THYM,100.0,0.0810,False
UCEC,34.31,0.1176,True
UCEC,54.290000000000006,0.1458,False
UCS,42.86,0.0952,True
UVM,37.5,0.0909,True
BLCA,1.47,0.0557,True
BLCA,10.530000000000001,0.0769,False
BRCA,1.09,0.0500,True
BRCA,1.77,0.0655,False
CESC,1.96,0.0476,True
CESC,33.33,0.0467,False
COAD,1.0699999999999998,0.0909,True
ESCA,4.9399999999999995,0.0444,True
ESCA,9.09,0.0588,False
GBM,0.6,0.0278,True
GBM,20.0,0.0556,False
HNSC,0.2,0.0389,True
KIRC,2.62,0.0500,True
KIRC,2.78,0.0625,False
KIRP,1.38,0.0667,True
LGG,3.4000000000000004,0.0625,True
LUAD,1.52,0.0556,True
LUAD,1.69,0.1000,False
LUSC,1.2,0.0635,True
LUSC,4.08,0.0670,False
MESO,2.33,0.0871,True
OV,2.37,0.0488,True
PAAD,2.81,0.0833,True
PCPG,1.6400000000000001,0.0667,True
PRAD,2.8000000000000003,0.0741,True
READ,2.17,0.0801,True
SARC,2.2800000000000002,0.0476,True
SKCM,2.34,0.0466,True
STAD,2.13,0.0400,True
TGCT,0.64,0.0412,True
THCA,1.38,0.0556,True
THYM,1.68,0.0544,True
UCEC,1.28,0.0691,True
UCEC,2.86,0.0588,False
UCS,1.79,0.0400,True
UVM,1.25,0.0769,True
BLCA,3.6799999999999997,0.0714,True
BRCA,3.81,0.0606,True
BRCA,2.65,0.0596,False
CESC,2.29,0.0556,True
CESC,33.33,0.1200,False
CHOL,2.78,0.0909,True
COAD,1.79,0.0667,True
COAD,2.44,0.0667,False
ESCA,7.41,0.0339,True
GBM,4.17,0.0441,True
HNSC,2.4,0.0588,True
KICH,3.08,0.1000,True
KIRC,2.2399999999999998,0.0556,True
KIRC,6.94,0.0718,False
KIRP,1.04,0.0556,True
KIRP,3.1199999999999997,0.0588,False
LGG,3.5900000000000003,0.0625,True
LIHC,0.8,0.0833,True
LUAD,3.04,0.0628,True
LUAD,1.69,0.0714,False
LUSC,1.7999999999999998,0.0488,True
MESO,2.33,0.0767,True
OV,3.9600000000000004,0.0409,True
PAAD,1.69,0.0812,True
PCPG,2.19,0.0833,True
PRAD,4.0,0.0667,True
PRAD,3.85,0.0833,False
READ,3.26,0.0769,True
SARC,3.42,0.0718,True
SKCM,0.42,0.0370,True
STAD,6.4,0.0526,True
STAD,6.25,0.0435,False
TGCT,1.28,0.0468,True
THCA,2.36,0.0625,True
THCA,1.72,0.0623,False
UCEC,3.65,0.0667,True
UCEC,2.86,0.0556,False
UCS,5.36,0.0556,True
UVM,1.25,0.0769,True
ACC,7.59,0.0714,True
BLCA,15.690000000000001,0.0667,True
BLCA,10.530000000000001,0.0769,False
BRCA,20.22,0.0667,True
BRCA,16.81,0.0556,False
CESC,15.690000000000001,0.0588,True
CESC,66.67,0.0663,False
CHOL,11.110000000000001,0.0917,True
COAD,9.29,0.0769,True
COAD,12.2,0.1000,False
DLBC,14.580000000000002,0.0556,True
ESCA,29.630000000000003,0.0548,True
ESCA,18.18,0.0740,False
GBM,33.33,0.0656,True
GBM,40.0,0.0679,False
HNSC,18.6,0.0714,True
HNSC,9.09,0.0801,False
KICH,13.850000000000001,0.0952,True
KICH,16.669999999999998,0.0730,False
KIRC,16.07,0.0667,True
KIRC,13.889999999999999,0.0769,False
KIRP,9.69,0.0909,True
KIRP,12.5,0.0635,False
LAML,4.64,0.0833,True
LGG,29.299999999999997,0.0667,True
LIHC,5.35,0.0833,True
LUAD,17.27,0.0714,True
LUAD,8.469999999999999,0.0667,False
LUSC,13.03,0.0588,True
LUSC,20.41,0.0628,False
MESO,8.14,0.0801,True
OV,25.069999999999997,0.0625,True
PAAD,10.11,0.0769,True
PCPG,10.38,0.0769,True
PRAD,15.4,0.0667,True
PRAD,21.15,0.0714,False
READ,10.870000000000001,0.0714,True
READ,10.0,0.1111,False
SARC,24.709999999999997,0.0714,True
SKCM,19.53,0.0606,True
STAD,19.2,0.0645,True
STAD,12.5,0.0800,False
TGCT,22.439999999999998,0.0556,True
THCA,20.830000000000002,0.0714,True
THCA,17.24,0.0588,False
THYM,16.81,0.0541,True
THYM,100.0,0.0819,False
UCEC,12.590000000000002,0.0817,True
UCEC,17.14,0.0833,False
UCS,23.21,0.0742,True
UVM,3.75,0.0769,True
ACC,1.27,0.0693,True
BLCA,10.780000000000001,0.0667,True
BLCA,15.790000000000001,0.0714,False
BRCA,11.33,0.0588,True
BRCA,4.42,0.0400,False
CESC,8.82,0.0556,True
CESC,33.33,0.0827,False
CHOL,8.33,0.1053,True
COAD,7.5,0.0670,True
COAD,2.44,0.1250,False
DLBC,6.25,0.0435,True
ESCA,20.990000000000002,0.0556,True
GBM,15.479999999999999,0.0471,True
